NAME	Hu28	Hu35	Hu40	Hu44	Hu51	Hu52	Hu53	Hu56	Hu63
PEX11B	154.8557304	186.5629017	157.26115	162.0657877	129.2330357	172.6582186	179.293217	157.8421776	131.989175
RBM8A	893.0401896	989.2384103	1023.245883	888.1526086	888.2207057	879.7347329	882.4250498	867.3266597	737.4177821
GNRHR2	19.7935896	25.48176218	24.11337634	18.45303523	14.35922619	10.68836591	12.96095544	23.35419975	8.607989674
LIX1L-AS1	19.7935896	10.92075522	10.48407667	24.06917639	11.28224915	10.68836591	10.8007962	14.49571019	11.47731957
AC243547.3	0	0	0	0	0	0	0	0	0
LIX1L	168.827676	247.5371183	126.8573277	186.134964	188.7212585	144.7040308	128.5294748	202.1346254	94.68788641
ANKRD34A	9.3146304	10.92075522	5.242038334	14.44150583	16.41054422	9.86618392	8.640636963	12.07975849	10.04265462
AC243547.2	0	0	2.096815334	1.604611759	2.051318027	0.822181993	0	0	0
POLR3GL	76.8457008	62.79434251	67.09809067	96.27670554	63.59085884	50.15310159	81.00597152	62.81474416	60.25592772
TXNIP	5735.483669	7928.468289	6176.169565	4114.22455	5394.966411	5783.228141	5843.230746	6263.757436	4882.16481
HJV	0	0	0	0.80230588	0	0	0	0	0
RNVU1-6	5.821644	0	5.242038334	4.011529398	0	8.221819933	6.480477722	0.805317233	0
LINC01719	33.7655352	31.85220272	19.91974567	8.825364675	10.25659014	9.86618392	16.2011943	18.52229635	15.7813144
NBPF10	48.9018096	38.22264327	52.42038334	57.76602332	58.46256377	50.15310159	83.16613077	50.73498566	55.95193288
AC239799.1	0	0	0	0	0	0	0	0	2.869329891
NOTCH2NLA	20.9579184	19.11132163	59.75923701	35.3014587	22.5644983	27.95418777	55.08406064	27.38078591	25.82396902
AC239799.2	3.4929864	5.46037761	1.048407667	0.80230588	2.051318027	7.39963794	0	6.442537862	0
RNU6-1071P	0	0	0	0	0	0	0	0	0
NUDT4P2	0	0	0	0	0	0	0	0.805317233	0
SEC22B4P	3.4929864	5.46037761	10.48407667	5.616141157	3.076977041	8.221819933	20.52151279	4.831903397	2.869329891
AC243756.1	0	0	0	0	0	0	1.08007962	2.415951698	2.869329891
RF00003.8	36.0941928	40.95283207	954.0509768	48.94065865	188.7212585	116.7498431	52.9239014	15.30102742	32.99729375
RF00003.9	0	0	3.145223	3.209223518	2.051318027	18.91018585	11.88087582	0.805317233	1.434664946
AC245407.1	0	0	0	0	0	0	0	0	0
HYDIN2	257.3166648	199.3037827	198.149049	316.1085165	419.4945365	314.8957034	142.5705099	375.2778305	302.7143035
RNA5SP536	0	0	0	0	0	0	0	0	0
RF00619	2.3286576	0	0	0	0	0	0	0	0
NBPF12	197.935896	277.5691952	208.6331257	272.783999	232.8245961	249.121144	197.6545705	284.2769832	351.4929117
PFN1P8	0	0	0	0	0	0	0	0	0
AC244394.2	0	0	0	0	0	0	0	0	0
NBPF13P	3.4929864	0	0	0	0	9.044001927	1.08007962	0	2.869329891
AC244394.1	0	0	0	0	0	0	0	0.805317233	0
RNU1-151P	0	0	0	0	0	0.822181993	0	0	1.434664946
AC241584.1	0	9.100629349	2.096815334	0	3.076977041	2.46654598	0	2.415951698	0
AC241584.2	0	0	0	0	0	0	0	0	0
PRKAB2	323.6834064	413.1685725	318.7159307	330.5500224	315.9029762	337.9167993	213.8557648	398.6320302	348.6235818
PDIA3P1	125.7475104	176.5522094	114.2764357	158.0542583	148.720557	147.1705768	100.4474047	166.7006672	192.2451027
AC242426.2	1.1643288	0.910062935	0	7.220752916	6.153954081	2.46654598	1.08007962	13.69039296	2.869329891
FMO5	1014.130385	1211.293766	1115.505757	884.1410792	820.5272108	850.1361811	747.4150973	1129.860078	1022.916106
CCT8P1	27.9438912	52.78365023	45.08152967	30.48762342	22.5644983	28.77636977	25.92191089	74.89450265	31.5626288
RPL7AP15	2.3286576	0.910062935	0	2.406917639	4.102636054	2.46654598	1.08007962	3.221268931	0
CHD1L	646.202484	394.0572508	709.7719904	555.1956686	672.8323129	667.6117786	520.598377	603.9879246	684.3351791
LINC00624	0	0	0	1.604611759	1.025659014	0.822181993	0	2.415951698	0
AC242426.1	0	0	0	0	0	0	0	0	0
OR13Z1P	0	0	0	0	0	0	0	0	0
RF00019.38	0	0	0	0	0	0	0	0	0
OR13Z2P	1.1643288	0	0	0	0	0	0	0	0
OR13Z3P	0	0	0	0	0	0	0	0	0
BCL9	971.0502192	1145.769235	892.1949244	1097.554443	1189.764456	649.5237747	791.6983617	947.0530657	919.6202302
ACP6	266.6312952	232.9761113	244.2789864	306.480846	265.6456845	317.3622494	314.3031695	291.5248383	305.5836334
RN7SL261P	0	0	0	0	0	0	0	0	0
AC241644.1	0	0	0	0	0	0	0	0	0
GJA5	0	0	5.242038334	0	0	2.46654598	0	0	0
AC241644.3	0	0	0	0	0	0	0	0	0
AC241644.2	0	0	0	0	0	0	0	0	0
AC239801.1	0	0	0	0	0	0	0	0	0
GJA8	0	0	0	0	0	0	0	0	0
GPR89B	83.8316736	68.25472012	55.56560634	48.13835277	80.00140306	72.35201541	72.36533456	82.14235774	67.42925245
PDZK1P1	0	0	2.096815334	0	1.025659014	1.644363987	0	0	0
AC239803.2	1.1643288	1.82012587	0	0	0	0	0	4.026586164	0
RNU1-129P	0	0	0	0	0	0	0	0	0
AC239803.3	0	0.910062935	0	0	0	0.822181993	2.160159241	0	0
RNVU1-7	74.5170432	199.3037827	146.7770734	36.10376458	15.3848852	38.64255369	10.8007962	3.221268931	4.303994837
PDE4DIPP1	0	0.910062935	1.048407667	0	2.051318027	1.644363987	0	0	0
NBPF11	150.1984152	111.937741	150.970704	148.4265877	161.0284651	171.8360366	114.4884398	209.3824805	193.6797677
PFN1P4	0	0	0	0	0	0	0	0	0
ABHD17AP1	2.3286576	2.730188805	0	5.616141157	2.051318027	3.288727973	2.160159241	0	1.434664946
AC239809.3	12.8076168	13.65094402	6.290446001	19.25534111	18.46186224	13.15491189	7.560557342	8.85848956	11.47731957
AC239803.1	0	0	0	0	0	0	0	0	0
RNA5SP57	0	0	0	0	0	0	0	0	0
AC239809.1	0	0	0	0	0	0	0	0	0
AC239809.2	0	0	0	0	0	0	0	0	0
RNU1-120P	0	0.910062935	2.096815334	0.80230588	1.025659014	3.288727973	1.08007962	0	0
LINC01731	0	0	0	0	0	0	0	0	0
AC245100.3	0	0	0	0	0	0	0	0	0
LINC01138	69.859728	48.23333555	61.85605234	68.19599976	48.20597364	70.70765143	65.88485684	64.42537862	71.73324728
AC245100.6	0	0	0	0	0	0	0	0	0
AC245100.1	0	0	0	1.604611759	1.025659014	4.110909967	0	0	0
AC245100.5	0	0	0	0	0	0	0	0	0
RF00019.39	0	0	0	0	0	0	0	0	0
MIR5087	0	0	0	0	4.102636054	3.288727973	0	0	0
RNU1-122P	3.4929864	0	1.048407667	0	1.025659014	2.46654598	1.08007962	0	0
AC245100.7	0	0	0	0	0	0	0	3.221268931	0
RNVU1-1	0	0	1.048407667	1.604611759	2.051318027	3.288727973	1.08007962	0	0
RNVU1-2	0	0	0	0	0	0	0	0	0
MIR6077	0	0	0	0	0	0	1.08007962	0	0
RNU1-13P	4.6573152	0.910062935	0	0	4.102636054	2.46654598	3.240238861	0	1.434664946
AC245100.4	18.6292608	12.74088109	3.145223	12.83689407	3.076977041	16.44363987	19.44143317	8.85848956	5.738659783
RNVU1-3	0	0	0	0.80230588	0	1.644363987	0	0	0
AC245100.2	2.3286576	4.550314675	1.048407667	1.604611759	3.076977041	3.288727973	1.08007962	7.247855095	4.303994837
AC245100.9	0	0	0	0	0	0	0	0	0
AC245100.8	48.9018096	50.96352436	23.06496867	38.51068222	23.59015731	44.39782764	36.72270709	40.26586164	34.4319587
PPIAL4G	0	0	0	0	0	0	0	0	0
RF00003.10	24.4509048	5.46037761	23.06496867	27.2783999	32.82108843	64.95237747	41.04302557	12.07975849	32.99729375
NBPF14	180.470964	206.5842862	147.825481	197.3672464	183.5929634	109.3502051	395.309141	254.4802456	187.9411079
RNU6-1171P	0	0	0	0	0	0	0	0	0
NUDT4B	0	0	0	0	0	0	1.08007962	0	0
SEC22B3	0	0.910062935	0	0	0	1.644363987	3.240238861	0	0
AC245389.1	0	0	0	0	0	0	0	0	0
PDE4DIP	884.889888	1366.004465	926.7923774	1079.101408	1099.506463	1260.404996	1885.819017	1068.655968	1236.681183
RN7SKP88	0	0	0	0	0	0	0	0	0
RNU2-38P	0	0	0	0	0	0	0	0	0
AC239802.1	0	0	0	0	0	0	1.08007962	0	10.04265462
AC239802.2	0	0	0	0	0	0	0	0	0
AC239804.1	0	0	0	0	0	0	0	0	0
NBPF9	217.7294856	180.1924611	116.373251	181.3211288	158.9771471	144.7040308	200.8948094	196.4974048	103.2958761
AC239804.2	0	0	0	0	0	0	0	0	0
RNU1-59P	1.1643288	0	0	0	0	4.93309196	0	0	2.869329891
AC245297.3	19.7935896	20.02138457	8.387261334	28.88301166	5.128295068	7.39963794	6.480477722	21.74356528	15.7813144
AC245297.1	94.3106328	276.6591322	136.2929967	267.9701638	101.5402423	154.5702147	232.2171184	230.3207286	205.1570872
AC245297.2	0	0	0	0	0	0	0	0	0
RF00100.2	0	0	0	0	0	0	0	0	0
SEC22B2	1.1643288	0.910062935	1.048407667	0	1.025659014	0	0	0	0
NBPF19	75.681372	100.1069228	125.80892	176.5072935	146.6692389	169.3694906	306.7426122	179.5857429	91.81855652
PPIAL4C	0	0	0	0	0	2.46654598	0	0	0
LINC00869	82.6673448	127.4088109	87.01783634	78.62597619	106.6685374	87.15129129	124.2091563	81.33704051	83.21056685
AC242842.2	0	0	0	0	0	0	0	0	0
AC242842.1	6.9859728	2.730188805	2.096815334	12.03458819	9.230931122	18.08800385	5.400398102	15.30102742	21.51997419
RF00003.11	2.3286576	0	2.096815334	5.616141157	2.051318027	2.46654598	1.08007962	0.805317233	0
FAM91A2P	0	0.910062935	0	0	0	0	0	0.805317233	5.738659783
AC243772.3	0	0	0	1.604611759	0	0	6.480477722	1.610634466	0
RNU1-68P	0	0	0	0	0	0	0	0	0
AC243772.1	0	0	0	0	0	0	0	0	0
FCGR1A	62.8737552	15.47106989	5.242038334	157.2519524	1.025659014	106.8836591	49.68366254	8.85848956	37.30128859
HIST2H2BF	686.953992	707.1189004	746.4662588	912.221785	951.8115646	736.675066	729.0537437	1044.496451	890.9269313
AC243772.2	46.573152	9.100629349	25.161784	19.25534111	19.48752126	78.10728937	119.8888379	24.96483422	58.82126277
HIST2H3D	45.4088232	16.38113283	41.93630667	24.87148226	32.82108843	41.10909967	34.56254785	32.21268931	15.7813144
HIST2H4A	27.9438912	17.29119576	7.338853668	16.04611759	15.3848852	27.95418777	28.08207013	5.637220629	35.86662364
HIST2H3C	3.4929864	0.910062935	2.096815334	1.604611759	1.025659014	5.755273953	7.560557342	1.610634466	1.434664946
HIST2H2AA3	44.2444944	43.68302088	63.95286767	60.17294096	63.59085884	55.08619355	47.52350329	37.04459271	53.08260299
HIST2H2BD	159.5130456	194.7534681	142.5834427	140.4035289	113.8481505	214.5895003	221.4163222	223.8781907	220.9384016
HIST2H2BC	168.827676	219.3251673	197.1006414	214.2156698	173.3363733	259.8095099	430.9517685	264.9493696	308.4529633
HIST2H2AA4	18.6292608	18.2012587	31.45223	29.68531754	11.28224915	23.84327781	19.44143317	12.88507572	10.04265462
HIST2H3A	2.3286576	2.730188805	0	0	0	0	0	0.805317233	0
HIST2H4B	26.7795624	24.57169924	16.77452267	24.87148226	34.87240646	18.08800385	29.16214975	49.92966843	15.7813144
AC239868.1	0	0	0	0	0	0	0	0	0
HIST2H2BE	669.48906	511.4553694	512.6713491	667.5184918	531.291369	668.4339606	901.866483	642.6431518	738.852447
HIST2H2AC	572.8497696	909.152872	783.1605271	864.0834322	771.2955782	485.0873761	336.9848415	808.5385017	413.1835044
HIST2H2AB	128.076168	133.7792514	164.6000037	170.8911523	161.0284651	128.260391	100.4474047	166.7006672	76.03724212
BOLA1	68.6953992	149.2503213	121.6152893	121.9504937	98.4632653	104.4171132	70.20517532	118.3816332	57.38659783
SV2A	15.1362744	40.04276914	7.338853668	21.66225875	17.43620323	9.044001927	11.88087582	33.01800654	22.95463913
SF3B4	889.5472032	784.4742499	951.9541614	848.8396205	904.6312499	749.8299779	826.2609096	813.3704051	839.2789932
MTMR11	105.9539208	132.8691885	61.85605234	94.67209378	126.1560587	73.17419741	86.40636963	82.14235774	67.42925245
OTUD7B	1295.897954	1210.383703	1243.411493	1140.878961	1280.022449	1041.704586	1209.689175	1246.631076	1308.41443
AC244033.2	24.4509048	21.84151044	18.871338	14.44150583	16.41054422	17.26582186	8.640636963	28.18610315	15.7813144
AC244033.1	0	0	0	0	0	0	0	0	0
VPS45	293.4108576	302.1408944	300.8930004	324.1315753	321.0312712	328.0506153	428.7916093	307.6311829	285.4983242
PLEKHO1	144.3767712	85.54591588	69.19490601	137.9966113	131.2843537	162.7920347	77.76573266	98.2487024	136.2931698
AC242988.2	0	0	0	0	0	0	0	0	0
RN7SL480P	0	0	0	0	0	0	0	0	0
ANP32E	600.7936608	628.853488	458.1541504	558.4048921	537.4453231	474.3990102	543.280049	492.0488292	480.6127568
RNU2-17P	2.3286576	1.82012587	1.048407667	0	0	4.110909967	0	0.805317233	0
AC242988.1	0	0	0	0	0	0	0	0	0
CA14	3.4929864	2.730188805	3.145223	2.406917639	0	1.644363987	5.400398102	1.610634466	0
APH1A	554.2205088	590.6308448	554.6076557	496.6273394	508.7268707	482.6208301	426.63145	463.0574088	424.6608239
C1orf54	22.1222472	10.92075522	19.91974567	17.65072935	38.97504251	26.30982379	9.720716583	16.91166189	10.04265462
CIART	40.751508	37.31258033	24.11337634	24.06917639	42.05201956	41.10909967	17.28127393	31.40737208	37.30128859
MRPS21	422.6513544	316.7019014	351.2165684	358.6307281	341.5444515	327.2284333	387.7485837	405.0745681	360.1009014
PRPF3	399.3647784	469.5924744	406.7821747	540.7541628	454.366943	517.1524738	642.6473741	538.7572287	446.1807981
RPRD2	1687.112431	1871.089394	1447.850988	1564.496465	1728.235438	1262.04936	1493.750115	1626.74081	1426.056956
TARS2	327.1763928	363.115111	322.9095614	426.024422	346.6727466	353.5382571	348.8657174	399.4373475	298.4103087
MIR6878	0	0	0	0	0	0	0	0	0
ECM1	15.1362744	14.56100696	24.11337634	33.69684694	27.69279337	162.7920347	23.76175165	9.663806793	10.04265462
FALEC	5.821644	0.910062935	0	4.813835277	2.051318027	6.577455947	3.240238861	9.663806793	1.434664946
AL356356.1	11.643288	7.280503479	0	16.04611759	11.28224915	29.59855176	126.3693156	7.247855095	30.12796386
ADAMTSL4	68.6953992	33.67232859	28.307007	229.4594815	12.30790816	162.7920347	50.76374216	10.46912403	83.21056685
MIR4257	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS1	16.3006032	22.75157337	39.83949134	28.08070578	31.79542942	85.50692731	314.3031695	28.99142038	61.69059266
RN7SL473P	0	1.82012587	0	0.80230588	1.025659014	7.39963794	25.92191089	5.637220629	2.869329891
RN7SL600P	1.1643288	1.82012587	3.145223	2.406917639	0	9.044001927	33.48246823	1.610634466	1.434664946
MCL1	3111.086554	2203.262365	2741.586049	2589.843379	2081.062138	3738.461524	5661.77737	2008.461179	2562.311593
RF00561.1	0	0.910062935	2.096815334	1.604611759	10.25659014	0	5.400398102	7.247855095	8.607989674
ENSA	1812.859942	1673.605737	1929.070107	1497.102771	1940.546854	1494.726864	1522.912265	1704.856582	1447.57693
RF00015	0	0	1.048407667	1.604611759	5.128295068	0.822181993	3.240238861	1.610634466	14.34664946
GOLPH3L	1221.380911	1034.741557	1289.54143	1095.949831	1045.146535	1188.05298	1341.458888	1079.125092	1162.078606
HORMAD1	8.1503016	41.86289501	8.387261334	25.67378814	30.76977041	41.10909967	48.60358291	25.77015145	24.38930408
RNU6-1042P	0	0	0	0	0	0	0	0	0
CTSS	4627.042651	3254.385055	4392.828124	5140.37377	3532.369643	5276.764033	4294.39657	3112.551105	4212.17628
AL356292.1	0	0	0	0.80230588	0	0.822181993	0	0	0
CTSK	13.9719456	40.95283207	15.726115	22.46456463	20.51318027	39.46473568	27.00199051	17.71697912	37.30128859
UBE2D3P3	0	0	0	0	0	0	0	0	0
ARNT	825.5091192	965.576774	916.3083008	787.8643737	888.2207057	774.4954377	652.3680907	1026.779472	866.5376272
RNU6-1309P	0	0	0	0	0	0	1.08007962	0	0
RPS27AP6	1.1643288	1.82012587	4.193630667	0	2.051318027	2.46654598	0	1.610634466	7.173324728
CTXND2	1.1643288	0	1.048407667	0	6.153954081	0	0	0	2.869329891
CYCSP51	0	0	0	0	0	0	0	0	0
SETDB1	596.1363456	630.6736139	605.9796314	637.8331742	614.3697491	620.747405	537.8796509	690.1568685	685.769844
CERS2	809.208516	847.2685924	842.9197641	848.0373146	961.0424957	857.5358191	928.8684735	902.7606179	860.7989674
AL590133.2	4.6573152	4.550314675	3.145223	8.825364675	2.051318027	10.68836591	7.560557342	4.026586164	1.434664946
AL590133.1	4.6573152	0	0	1.604611759	4.102636054	0	0	0	1.434664946
ANXA9	16.3006032	15.47106989	3.145223	8.825364675	14.35922619	32.06509774	4.320318481	27.38078591	15.7813144
MINDY1	427.3086696	367.6654257	436.1375894	357.0261164	385.6477891	408.6244507	548.6804471	446.9510642	357.2315715
PRUNE1	279.438912	293.950328	288.3121084	283.2139755	249.2351403	219.5225922	265.6995866	297.1620589	205.1570872
RNU6-884P	0	0	0	0	0	0	0	0	0
BNIPL	339.9840096	111.0276781	198.149049	231.8663992	179.4903274	156.2145787	151.2111468	210.1877978	289.802319
C1orf56	121.0901952	112.8478039	90.16305934	82.63750559	118.9764456	97.83965721	128.5294748	107.107192	129.1198451
CDC42SE1	1010.637398	1077.514515	1088.247158	989.2431494	814.3732568	1047.45986	1190.247742	939.8052106	875.1456169
MLLT11	1.1643288	11.83081815	17.82293034	11.23228231	15.3848852	12.3327299	19.44143317	17.71697912	18.65064429
GABPB2	615.9299352	547.8578868	618.5605234	565.6256451	538.4709821	593.6153992	758.2158935	608.0145107	599.6899473
RPS29P29	0	0	0	0	0	0	0	0	0
AL592424.1	0	0	0	0	1.025659014	0	0	0	0
SEMA6C	57.0521112	61.88427957	33.54904534	56.16141157	53.3342687	66.59674146	22.68167203	69.25728202	78.90657201
TNFAIP8L2	15.1362744	10.01069228	27.25859934	30.48762342	5.128295068	15.62145787	12.96095544	12.07975849	4.303994837
SCNM1	182.7996216	167.45158	188.71338	136.3919995	202.0548257	188.2796765	209.5354463	173.9485223	160.6824739
LYSMD1	75.681372	123.7685591	105.8891743	101.0905408	96.41194727	101.9505672	113.4083601	121.6029021	81.7759019
TMOD4	0	0	0	0	0	0	0	0	0
VPS72	353.9559552	347.6440411	354.3617914	311.2946812	317.9542942	298.4520636	343.4653193	327.7641137	272.5863397
PIP5K1A	421.4870256	399.5176284	426.7019204	369.0607046	408.2122874	380.6702629	555.1609249	410.7117887	437.5728084
PSMD4	1852.447121	1599.89064	2048.588581	1513.148889	1501.564796	1627.920347	1643.881182	1449.571019	1669.949997
AL391069.2	1.1643288	0	3.145223	0.80230588	2.051318027	7.39963794	9.720716583	3.221268931	2.869329891
ZNF687	441.2806152	494.1641737	457.1057427	486.9996689	463.5978741	475.2211922	505.4772623	482.3850224	456.2234527
PI4KB	1120.084306	1238.595654	1096.634419	1112.798255	901.5542729	1077.058411	947.229827	1126.638809	916.7509003
RN7SL444P	3.4929864	0	0	0	7.179613095	0	0	0.805317233	4.303994837
AL391069.4	0	0	0	0	0	0	0	0	0
RFX5	582.1644	677.9968865	601.7860007	755.7721385	562.0611394	679.1223265	640.4872149	472.7212156	697.2471636
AL391069.1	1.1643288	0	0	0.80230588	0	0	0	0	0
AL391069.3	3.4929864	4.550314675	0	2.406917639	1.025659014	1.644363987	6.480477722	4.026586164	2.869329891
SELENBP1	2875.892136	2367.983757	1812.696856	2290.583286	2190.807653	2195.225922	3211.076711	2707.476537	3265.297416
PSMB4	695.1042936	804.4956345	863.8879174	763.7951973	753.859375	697.2103304	734.4541418	699.015358	714.4631429
POGZ	1184.12239	1383.295661	1022.197475	1501.916606	1418.486416	1393.598479	1277.734191	1588.8909	1479.139559
RNY4P25	0	0	0	0	0	0	0	0	0
CGN	3940.088659	3675.744194	3619.103266	4083.736927	4230.843431	3898.787012	3508.098607	4677.282488	4928.074088
RF00405	0	0	0	0	0	0	0	0	0
TUFT1	310.8757896	268.4685658	310.3286694	219.0295051	254.3634354	285.2971517	373.7075486	229.5154113	222.3730666
AL365436.2	6.9859728	2.730188805	12.580892	9.627670554	5.128295068	40.28691767	16.2011943	2.415951698	18.65064429
MIR554	0	0	1.048407667	0	3.076977041	4.110909967	1.08007962	0.805317233	1.434664946
AL365436.1	5.821644	7.280503479	7.338853668	3.209223518	1.025659014	51.79746558	19.44143317	3.221268931	5.738659783
SNX27	728.8698288	877.3006693	672.0293144	826.3750559	744.6284438	827.1150853	1118.962487	771.493909	687.204509
AL391335.1	0	1.82012587	0	1.604611759	0	1.644363987	0	0	0
RNU6-1062P	0	0	0	0	0	0	0	0	0
AL589765.1	0	0.910062935	0	0	0	0	4.320318481	2.415951698	0
CELF3	4.6573152	4.550314675	0	32.09223518	7.179613095	23.84327781	12.96095544	28.18610315	8.607989674
RIIAD1	208.4148552	173.8220206	206.5363104	149.2288936	262.5687075	189.1018585	79.9258919	213.4090667	189.3757728
RNU6-662P	0	0	0	0	0	0	0	0	0
AL589765.7	41.9158368	10.92075522	26.21019167	20.05764699	24.61581632	45.22000963	17.28127393	33.82332378	10.04265462
AL589765.3	1.1643288	0	3.145223	0	0	5.755273953	1.08007962	0	0
MRPL9	386.5571616	491.4339849	424.6051051	397.1414104	441.0333758	299.2742456	353.1860358	455.8095537	371.5782209
OAZ3	25.6152336	20.9314475	29.35541467	20.85995287	20.51318027	27.95418777	29.16214975	26.57546868	24.38930408
AL589765.4	2.3286576	4.550314675	2.096815334	10.42997643	2.051318027	0.822181993	11.88087582	2.415951698	5.738659783
AL589765.2	0	0	0	0	0	0	0	0	0
AL589765.5	1.1643288	1.82012587	7.338853668	4.011529398	0	0.822181993	0	0	7.173324728
TDRKH	133.897812	159.2610136	123.7121047	132.3804701	135.3869898	107.7058411	144.7306691	133.6826606	129.1198451
TDRKH-AS1	2.3286576	15.47106989	2.096815334	12.83689407	6.153954081	16.44363987	7.560557342	3.221268931	1.434664946
AL589765.6	0	0	0	0	0	0	0	0	0
LINGO4	19.7935896	18.2012587	8.387261334	10.42997643	8.205272108	5.755273953	15.12111468	4.831903397	5.738659783
RORC	564.699468	707.1189004	446.6216661	589.6948214	708.7303784	619.925223	540.0398102	719.9536061	647.0338905
C2CD4D	3.4929864	10.01069228	14.67770734	6.418447036	4.102636054	9.044001927	9.720716583	10.46912403	8.607989674
RF00019.40	0	0	0	0	0	0	0	0	0
AL450992.2	64.038084	25.48176218	20.96815334	36.90607046	61.53954081	52.61964757	59.40437912	41.8764961	41.60528342
THEM5	0	0	0	0	0	2.46654598	0	0.805317233	0
THEM4	68.6953992	77.35534947	92.25987468	54.55679981	85.12969812	82.21819933	65.88485684	74.89450265	61.69059266
AL450992.3	2.3286576	0	0	0	0	0.822181993	0	0	0
KRT8P28	0	0	0	0	0	0	0	0	0
S100A10	1451.918014	617.9327328	1619.789845	1056.636843	1109.763053	1546.524329	894.3059256	877.7957837	916.7509003
AL450992.1	1.1643288	0.910062935	8.387261334	2.406917639	2.051318027	22.19891382	1.08007962	4.831903397	17.21597935
NBPF18P	0	0	0	0	0	0	0	0	0
S100A11	5680.760215	5083.611554	5378.331331	5191.721346	5388.812457	5515.196811	7261.375287	5216.845034	5725.747798
SPTLC1P4	0	0	0	0	4.102636054	0	0	0	0
AL591893.1	0	0	0	0	0	0	0	0	0
TCHHL1	0	0	0	0	0	0	0	0	0
TCHH	6.9859728	13.65094402	34.597453	23.26687051	5.128295068	47.68655561	36.72270709	9.663806793	22.95463913
AL589986.1	0	0	0	0	0	0	0	0	4.303994837
PUDPP2	0	0	0	0	0	0	0	0.805317233	0
RPTN	2.3286576	0.910062935	4.193630667	0.80230588	1.025659014	1.644363987	0	0	0
FLG-AS1	2.3286576	7.280503479	0	0.80230588	5.128295068	6.577455947	4.320318481	4.831903397	4.303994837
AL589986.2	0	0	0	0	0	0.822181993	0	2.415951698	0
HRNR	0	0	1.048407667	0.80230588	0	0	0	0.805317233	0
FLG	0	0.910062935	0	5.616141157	13.33356718	50.97528359	2.160159241	0	10.04265462
FLG2	0	0	0	0	0	0	0	0	0
HMGN3P1	0	0	0	0	0	0	0	0	0
CRNN	20.9579184	3.64025174	4.193630667	3.209223518	10.25659014	117.572025	0	0.805317233	1.434664946
LCE5A	0	0	0	0	0	0	0	0	0
CRCT1	5.821644	0	0	0	2.051318027	21.37673183	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0	0	0	0
LCEP4	0	0	0	0	0	0	0	0	0
AL139247.1	0	0	0	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0	0	0	0
LCE2A	0	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0	0
C1orf68	0	0	0	0	0	0	0	0	0
LCEP2	0	0	0	0	0	0	0	0	0
LCEP1	0	0	0	0	0	0	0	0	0
KPRP	0	0	0	0	0	6.577455947	0	0	0
LCE1F	0	0	0	0	0	0	0	0	0
LCE1E	0	0	0	0	0	0	0	0	0
LCE1D	0	0	0	0	0	0	0	0	0
LCE1C	1.1643288	0	0	0	0	0	0	0	0
LCE1B	0	0	0	0	0	0	0	0	0
LCE1A	0	0	0	0	0	0	0	0	0
LCE6A	0	0	0	0	0	0	0	0	0
AL162596.1	0	0	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0
IVL	0	0	16.77452267	0.80230588	0	5.755273953	0	0	0
LINC01527	0	0	0	0	0	0	0	0	0
SPRR5	0	0	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	0	0	0
SPRR1A	8.1503016	0.910062935	41.93630667	0	0	10.68836591	17.28127393	0	0
SPRR3	25.6152336	6.370440544	545.1719867	11.23228231	28.71845238	319.0066134	45.36334405	1.610634466	12.91198451
RF00322.1	0	0	0	0	0	0	0	0	0
AL356867.1	0	0	1.048407667	0	0	0	0	0	0
SPRR1B	4.6573152	2.730188805	28.307007	2.406917639	5.128295068	16.44363987	4.320318481	0	4.303994837
SPRR2D	3.4929864	0	0	0	5.128295068	18.91018585	0	0	0
SPRR2A	1.1643288	3.64025174	0	4.813835277	2.051318027	22.19891382	16.2011943	0	1.434664946
SPRR2B	0	0	0	0	0	2.46654598	1.08007962	0	0
SPRR2E	0	0	0	0	3.076977041	8.221819933	0	0	0
SPRR2F	0	0	0	0	1.025659014	2.46654598	0	0	0
SPRR2C	0	0	0	0	0	0	0	0	0
SPRR2G	0	1.82012587	0	0	0	0	0	0	0
AL161636.1	0	0	0	0	0	0	0	0	0
LELP1	0	0	0	0	0	0	0	0	0
PRR9	0	0	0	0.80230588	0	2.46654598	0	0	1.434664946
AL161636.2	0	0	0	0	0	0	0	0	0
LOR	0	0	0	0	0	0	0	0	0
PGLYRP3	1.1643288	2.730188805	1.048407667	0.80230588	0	0	0	0	0
PGLYRP4	15.1362744	44.59308381	2.096815334	13.63919995	3.076977041	3.288727973	16.2011943	30.60205485	1.434664946
RNU6-160P	0	0	0	0	0	0	0	0	0
S100A9	174.64932	365.8452998	543.0751714	434.8497867	62.56519983	537.7070236	9530.62257	100.6646541	202.2877573
